Rank,Club,Squad size,Average age,Foreigners,Market value,Total market value,League,Season
,Elche CF,41,27.2,15,€1.11m,€45.65m,La_Liga,2020
,Real Madrid,36,26.3,19,€21.41m,€770.75m,La_Liga,2021
,FC Barcelona,47,25.5,24,€15.65m,€735.60m,La_Liga,2021
,Atlético de Madrid,43,25.7,24,€15.39m,€661.80m,La_Liga,2021
,Villarreal CF,39,26.5,15,€10.48m,€408.90m,La_Liga,2021
,Sevilla FC,43,26.2,21,€8.95m,€385.00m,La_Liga,2021
,Real Sociedad,40,25.2,7,€9.42m,€376.95m,La_Liga,2021
,Valencia CF,44,24.1,20,€7.06m,€310.60m,La_Liga,2021
,Real Betis Balompié,38,27.9,13,€6.82m,€259.00m,La_Liga,2021
,Athletic Bilbao,31,26.2,1,€7.29m,€226.05m,La_Liga,2021
,Getafe CF,43,25.7,17,€4.85m,€208.68m,La_Liga,2021
,RCD Espanyol Barcelona,38,25.9,7,€3.46m,€131.60m,La_Liga,2021
,Celta de Vigo,34,26.0,11,€3.53m,€120.00m,La_Liga,2021
,CA Osasuna,32,27.4,3,€3.39m,€108.45m,La_Liga,2021
,Granada CF,39,26.9,16,€2.66m,€103.75m,La_Liga,2021
,Levante UD,42,26.8,12,€1.85m,€77.90m,La_Liga,2021
,RCD Mallorca,41,26.2,16,€1.81m,€74.15m,La_Liga,2021
,Elche CF,37,27.9,14,€1.97m,€72.98m,La_Liga,2021
,Cádiz CF,37,27.7,14,€1.83m,€67.80m,La_Liga,2021
,Rayo Vallecano,36,26.7,14,€1.87m,€67.20m,La_Liga,2021
,Deportivo Alavés,43,25.6,16,€1.52m,€65.35m,La_Liga,2021
,Real Madrid,36,25.9,20,€25.65m,€923.45m,La_Liga,2022
,FC Barcelona,41,24.4,14,€20.41m,€836.80m,La_Liga,2022
,Atlético de Madrid,40,25.8,22,€13.36m,€534.30m,La_Liga,2022
,Real Sociedad,37,25.0,6,€11.94m,€441.70m,La_Liga,2022
,Villarreal CF,43,26.4,15,€8.45m,€363.50m,La_Liga,2022
,Valencia CF,40,24.5,18,€6.24m,€249.78m,La_Liga,2022
,Real Betis Balompié,38,27.6,13,€6.48m,€246.40m,La_Liga,2022
,Sevilla FC,42,26.8,23,€5.54m,€232.58m,La_Liga,2022
,Athletic Bilbao,31,27.1,1,€7.18m,€222.45m,La_Liga,2022
,CA Osasuna,31,27.2,4,€4.84m,€150.05m,La_Liga,2022
,Girona FC,37,25.6,13,€3.78m,€139.90m,La_Liga,2022
,Celta de Vigo,36,25.7,12,€3.86m,€138.80m,La_Liga,2022
,Getafe CF,34,26.5,14,€3.50m,€118.90m,La_Liga,2022
,RCD Espanyol Barcelona,37,25.9,11,€3.15m,€116.50m,La_Liga,2022
,UD Almería,36,25.9,18,€3.17m,€114.20m,La_Liga,2022
,RCD Mallorca,38,26.9,19,€2.82m,€107.00m,La_Liga,2022
,Rayo Vallecano,29,28.7,10,€3.57m,€103.40m,La_Liga,2022
,Real Valladolid CF,41,26.8,18,€2.21m,€90.75m,La_Liga,2022
,Elche CF,40,27.0,17,€1.69m,€67.50m,La_Liga,2022
,Cádiz CF,47,27.3,17,€1.40m,€65.60m,La_Liga,2022
,Real Madrid,37,25.6,21,€30.68m,€1.14bn,La_Liga,2023
,FC Barcelona,38,24.0,15,€24.11m,€916.20m,La_Liga,2023
,Real Sociedad,40,25.2,10,€12.46m,€498.50m,La_Liga,2023
,Atlético de Madrid,42,26.9,23,€10.92m,€458.45m,La_Liga,2023
,Girona FC,37,25.6,15,€8.05m,€297.90m,La_Liga,2023
,Athletic Bilbao,31,27.0,2,€9.54m,€295.65m,La_Liga,2023
,Villarreal CF,39,27.2,15,€6.47m,€252.50m,La_Liga,2023
,Valencia CF,36,23.8,11,€6.80m,€244.73m,La_Liga,2023
,Sevilla FC,49,26.7,27,€4.67m,€228.75m,La_Liga,2023
,Real Betis Balompié,42,27.0,22,€5.35m,€224.88m,La_Liga,2023
,Celta de Vigo,39,25.9,14,€3.83m,€149.30m,La_Liga,2023
,Granada CF,46,26.4,18,€3.07m,€141.10m,La_Liga,2023
,Getafe CF,40,25.7,18,€3.33m,€133.00m,La_Liga,2023
,Deportivo Alavés,41,24.5,16,€3.02m,€123.70m,La_Liga,2023
,UD Las Palmas,35,26.2,11,€3.21m,€112.40m,La_Liga,2023
,CA Osasuna,32,27.2,5,€3.29m,€105.35m,La_Liga,2023
,UD Almería,41,25.3,22,€2.42m,€99.40m,La_Liga,2023
,RCD Mallorca,35,26.9,14,€2.51m,€87.70m,La_Liga,2023
,Rayo Vallecano,30,28.9,12,€2.13m,€63.95m,La_Liga,2023
,Cádiz CF,44,27.0,15,€1.38m,€60.70m,La_Liga,2023
,Real Madrid,42,24.4,19,€32.11m,€1.35bn,La_Liga,2024
,FC Barcelona,39,23.3,11,€27.76m,€1.08bn,La_Liga,2024
,Atlético de Madrid,41,26.5,22,€13.23m,€542.50m,La_Liga,2024
,Athletic Bilbao,37,26.1,4,€10.14m,€375.35m,La_Liga,2024
,Real Sociedad,39,24.6,9,€8.85m,€345.05m,La_Liga,2024
,Real Betis Balompié,46,26.0,19,€6.34m,€291.70m,La_Liga,2024
,Villarreal CF,36,26.2,16,€7.34m,€264.25m,La_Liga,2024
,Valencia CF,44,24.5,13,€4.90m,€215.55m,La_Liga,2024
,Sevilla FC,44,25.2,19,€4.18m,€183.90m,La_Liga,2024
,Girona FC,46,25.1,22,€3.33m,€153.10m,La_Liga,2024
,Celta de Vigo,36,26.3,12,€3.64m,€130.90m,La_Liga,2024
,UD Las Palmas,42,25.4,15,€2.79m,€117.30m,La_Liga,2024
,RCD Espanyol Barcelona,37,25.6,10,€3.16m,€116.98m,La_Liga,2024
,CA Osasuna,34,26.7,4,€3.33m,€113.28m,La_Liga,2024
,Deportivo Alavés,37,25.8,15,€2.50m,€92.35m,La_Liga,2024
,Getafe CF,37,25.4,15,€2.37m,€87.70m,La_Liga,2024
,RCD Mallorca,31,27.6,13,€2.74m,€84.88m,La_Liga,2024
,Real Valladolid CF,43,25.4,23,€1.89m,€81.45m,La_Liga,2024
,Rayo Vallecano,34,28.3,11,€2.00m,€68.00m,La_Liga,2024
,CD Leganés,40,26.1,16,€1.20m,€47.98m,La_Liga,2024
,Real Madrid,25,25.9,18,€56.04m,€1.40bn,La_Liga,2025
,FC Barcelona,23,25.5,10,€48.17m,€1.11bn,La_Liga,2025
,Atlético de Madrid,24,27.6,16,€25.99m,€623.80m,La_Liga,2025
,Athletic Bilbao,27,27.0,3,€13.69m,€369.70m,La_Liga,2025
,Villarreal CF,27,26.3,14,€10.38m,€280.30m,La_Liga,2025
,Real Sociedad,26,25.9,9,€9.73m,€252.90m,La_Liga,2025
,Real Betis Balompié,26,28.6,12,€8.29m,€215.50m,La_Liga,2025
,Valencia CF,23,27.2,11,€7.24m,€166.60m,La_Liga,2025
,Girona FC,25,28.0,14,€6.21m,€155.20m,La_Liga,2025
,Celta de Vigo,28,26.2,8,€5.05m,€141.40m,La_Liga,2025
,Sevilla FC,27,27.6,15,€4.71m,€127.10m,La_Liga,2025
,RCD Espanyol Barcelona,24,26.5,7,€4.13m,€99.00m,La_Liga,2025
,CA Osasuna,20,28.4,4,€4.44m,€88.70m,La_Liga,2025
,Rayo Vallecano,24,29.1,13,€3.68m,€88.40m,La_Liga,2025
,Levante UD,24,26.3,7,€3.63m,€87.20m,La_Liga,2025
,RCD Mallorca,25,28.0,9,€3.41m,€85.20m,La_Liga,2025
,Elche CF,26,26.1,10,€3.07m,€79.90m,La_Liga,2025
,Deportivo Alavés,23,28.1,10,€3.06m,€70.40m,La_Liga,2025
,Getafe CF,22,28.2,10,€3.08m,€67.80m,La_Liga,2025
,Real Oviedo,26,28.7,15,€2.34m,€60.80m,La_Liga,2025
,Olympique Lyon,28,25.4,11,€6.19m,€173.23m,Ligue_1,2005
,AS Monaco,35,25.8,16,€3.26m,€114.00m,Ligue_1,2005
,Olympique Marseille,48,24.9,26,€2.01m,€96.38m,Ligue_1,2005
,Paris Saint-Germain,31,26.0,17,€2.74m,€84.98m,Ligue_1,2005
,Stade Rennais FC,34,23.5,21,€2.28m,€77.55m,Ligue_1,2005
,LOSC Lille,33,24.2,15,€2.33m,€76.75m,Ligue_1,2005
,FC Girondins Bordeaux,29,25.6,14,€2.37m,€68.65m,Ligue_1,2005
,RC Lens,30,25.6,17,€2.27m,€68.00m,Ligue_1,2005
,AJ Auxerre,35,25.1,13,€1.79m,€62.75m,Ligue_1,2005
,AS Saint-Étienne,29,24.3,15,€2.15m,€62.30m,Ligue_1,2005
,FC Nantes,34,24.4,16,€1.52m,€51.60m,Ligue_1,2005
,FC Sochaux-Montbéliard,35,24.6,21,€1.46m,€51.00m,Ligue_1,2005
,FC Toulouse,30,24.6,11,€1.56m,€46.80m,Ligue_1,2005
,RC Strasbourg Alsace,35,24.2,17,€1.28m,€44.85m,Ligue_1,2005
,OGC Nice,29,26.0,13,€1.36m,€39.50m,Ligue_1,2005
,Le Mans Union Club 72,30,24.5,11,€1.25m,€37.50m,Ligue_1,2005
,FC Metz,42,24.1,27,€881k,€37.00m,Ligue_1,2005
,AS Nancy-Lorraine,31,24.5,14,€916k,€28.40m,Ligue_1,2005
,ESTAC Troyes,33,27.0,12,€852k,€28.13m,Ligue_1,2005
,AC Ajaccio,33,26.3,13,€761k,€25.10m,Ligue_1,2005
,Olympique Lyon,35,25.7,14,€6.76m,€236.45m,Ligue_1,2006
,Olympique Marseille,35,24.9,16,€3.41m,€119.30m,Ligue_1,2006
,LOSC Lille,32,24.7,16,€3.19m,€102.15m,Ligue_1,2006
,AS Monaco,36,25.6,21,€2.72m,€97.80m,Ligue_1,2006
,Paris Saint-Germain,33,25.6,15,€2.60m,€85.90m,Ligue_1,2006
,FC Girondins Bordeaux,35,24.8,19,€2.44m,€85.40m,Ligue_1,2006
,RC Lens,31,25.3,20,€2.64m,€81.85m,Ligue_1,2006
,AS Saint-Étienne,31,25.2,17,€2.62m,€81.10m,Ligue_1,2006
,Stade Rennais FC,33,24.6,19,€2.39m,€78.85m,Ligue_1,2006
,AJ Auxerre,38,24.2,18,€1.81m,€68.75m,Ligue_1,2006
,FC Sochaux-Montbéliard,32,25.9,17,€1.77m,€56.63m,Ligue_1,2006
,AS Nancy-Lorraine,33,25.9,16,€1.43m,€47.35m,Ligue_1,2006
,FC Toulouse,33,24.4,15,€1.41m,€46.40m,Ligue_1,2006
,Le Mans Union Club 72,31,23.7,16,€1.48m,€46.00m,Ligue_1,2006
,FC Nantes,37,24.9,22,€1.12m,€41.40m,Ligue_1,2006
,OGC Nice,29,25.9,13,€1.41m,€41.00m,Ligue_1,2006
,ESTAC Troyes,33,27.2,14,€895k,€29.55m,Ligue_1,2006
,CS Sedan-Ardennes,31,26.5,12,€834k,€25.85m,Ligue_1,2006
,FC Lorient,34,26.2,14,€714k,€24.28m,Ligue_1,2006
,Valenciennes FC,27,27.9,9,€877k,€23.68m,Ligue_1,2006
,Olympique Lyon,32,26.2,15,€6.67m,€213.35m,Ligue_1,2007
,Olympique Marseille,36,25.8,20,€3.84m,€138.35m,Ligue_1,2007
,FC Girondins Bordeaux,31,24.9,16,€3.25m,€100.75m,Ligue_1,2007
,AS Monaco,35,25.2,24,€2.56m,€89.75m,Ligue_1,2007
,RC Lens,35,26.2,20,€2.36m,€82.50m,Ligue_1,2007
,AS Saint-Étienne,26,25.4,14,€3.09m,€80.40m,Ligue_1,2007
,LOSC Lille,36,24.1,19,€2.08m,€74.90m,Ligue_1,2007
,Paris Saint-Germain,32,25.1,15,€2.30m,€73.45m,Ligue_1,2007
,Stade Rennais FC,36,25.4,13,€2.03m,€73.15m,Ligue_1,2007
,Le Mans Union Club 72,32,23.9,20,€2.18m,€69.85m,Ligue_1,2007
,FC Toulouse,32,25.2,15,€2.17m,€69.50m,Ligue_1,2007
,OGC Nice,32,26.5,14,€2.13m,€68.10m,Ligue_1,2007
,AS Nancy-Lorraine,28,26.1,14,€2.42m,€67.70m,Ligue_1,2007
,FC Sochaux-Montbéliard,32,25.4,15,€1.76m,€56.30m,Ligue_1,2007
,AJ Auxerre,33,24.7,18,€1.67m,€55.00m,Ligue_1,2007
,Valenciennes FC,25,27.5,12,€1.87m,€46.80m,Ligue_1,2007
,RC Strasbourg Alsace,36,25.1,16,€1.15m,€41.40m,Ligue_1,2007
,FC Lorient,31,26.0,13,€1.29m,€39.85m,Ligue_1,2007
,SM Caen,29,26.4,7,€1.34m,€38.75m,Ligue_1,2007
,FC Metz,44,24.5,25,€703k,€30.95m,Ligue_1,2007
,Olympique Lyon,37,24.4,20,€5.72m,€211.70m,Ligue_1,2008
,Olympique Marseille,32,26.2,17,€4.59m,€146.90m,Ligue_1,2008
,FC Girondins Bordeaux,26,25.6,13,€4.75m,€123.50m,Ligue_1,2008
,Paris Saint-Germain,31,25.1,13,€3.01m,€93.35m,Ligue_1,2008
,LOSC Lille,33,24.5,14,€2.53m,€83.45m,Ligue_1,2008
,AS Saint-Étienne,34,24.6,13,€2.36m,€80.15m,Ligue_1,2008
,Stade Rennais FC,38,25.0,17,€2.09m,€79.40m,Ligue_1,2008
,AS Monaco,38,24.4,27,€2.04m,€77.65m,Ligue_1,2008
,FC Toulouse,29,24.9,9,€2.44m,€70.65m,Ligue_1,2008
,AS Nancy-Lorraine,28,26.2,15,€2.03m,€56.70m,Ligue_1,2008
,OGC Nice,31,26.2,16,€1.81m,€56.25m,Ligue_1,2008
,AJ Auxerre,29,24.9,17,€1.83m,€53.15m,Ligue_1,2008
,Le Mans Union Club 72,30,24.2,18,€1.73m,€52.00m,Ligue_1,2008
,FC Sochaux-Montbéliard,33,25.6,17,€1.54m,€50.90m,Ligue_1,2008
,FC Lorient,30,26.8,10,€1.64m,€49.25m,Ligue_1,2008
,Valenciennes FC,26,28.1,14,€1.61m,€41.75m,Ligue_1,2008
,SM Caen,30,26.7,11,€1.33m,€39.75m,Ligue_1,2008
,FC Nantes,35,26.1,20,€1.09m,€38.10m,Ligue_1,2008
,Grenoble Foot 38,35,27.5,18,€989k,€34.60m,Ligue_1,2008
,Le Havre AC,43,24.2,18,€736k,€31.65m,Ligue_1,2008
,Olympique Lyon,37,24.2,19,€5.63m,€208.30m,Ligue_1,2009
,Olympique Marseille,32,26.5,19,€4.58m,€146.70m,Ligue_1,2009
,FC Girondins Bordeaux,29,26.0,13,€4.96m,€143.70m,Ligue_1,2009
,LOSC Lille,33,24.8,17,€3.17m,€104.60m,Ligue_1,2009
,Paris Saint-Germain,27,27.1,11,€3.47m,€93.60m,Ligue_1,2009
,FC Toulouse,35,24.4,14,€2.55m,€89.35m,Ligue_1,2009
,Stade Rennais FC,31,26.0,17,€2.81m,€87.25m,Ligue_1,2009
,AS Monaco,37,25.4,28,€2.36m,€87.25m,Ligue_1,2009
,AS Saint-Étienne,32,25.0,17,€2.38m,€76.15m,Ligue_1,2009
,AJ Auxerre,33,25.0,18,€1.95m,€64.25m,Ligue_1,2009
,OGC Nice,31,25.7,17,€1.95m,€60.55m,Ligue_1,2009
,AS Nancy-Lorraine,31,26.2,17,€1.92m,€59.60m,Ligue_1,2009
,FC Lorient,30,26.9,11,€1.94m,€58.15m,Ligue_1,2009
,Valenciennes FC,33,26.6,17,€1.64m,€54.20m,Ligue_1,2009
,Montpellier HSC,33,25.6,13,€1.61m,€53.10m,Ligue_1,2009
,Le Mans Union Club 72,39,24.5,26,€1.23m,€48.15m,Ligue_1,2009
,FC Sochaux-Montbéliard,31,23.9,16,€1.53m,€47.45m,Ligue_1,2009
,RC Lens,32,25.6,19,€1.47m,€47.05m,Ligue_1,2009
,Grenoble Foot 38,34,26.7,17,€1.01m,€34.50m,Ligue_1,2009
,US Boulogne,33,26.3,11,€924k,€30.50m,Ligue_1,2009
,Olympique Lyon,29,24.7,13,€6.56m,€190.25m,Ligue_1,2010
,Olympique Marseille,35,26.4,21,€4.80m,€167.90m,Ligue_1,2010
,LOSC Lille,28,25.6,16,€4.55m,€127.40m,Ligue_1,2010
,FC Girondins Bordeaux,35,25.3,17,€3.53m,€123.65m,Ligue_1,2010
,Stade Rennais FC,33,24.1,19,€3.30m,€108.95m,Ligue_1,2010
,Paris Saint-Germain,29,26.9,13,€3.46m,€100.20m,Ligue_1,2010
,FC Toulouse,32,24.4,16,€2.52m,€80.63m,Ligue_1,2010
,AS Monaco,38,25.1,24,€1.98m,€75.40m,Ligue_1,2010
,AS Saint-Étienne,32,25.3,17,€2.25m,€72.05m,Ligue_1,2010
,AJ Auxerre,40,24.7,22,€1.65m,€66.15m,Ligue_1,2010
,OGC Nice,36,25.8,21,€1.76m,€63.50m,Ligue_1,2010
,FC Lorient,32,25.7,12,€1.96m,€62.75m,Ligue_1,2010
,FC Sochaux-Montbéliard,30,24.6,15,€2.00m,€60.10m,Ligue_1,2010
,Valenciennes FC,37,25.6,19,€1.55m,€57.45m,Ligue_1,2010
,AS Nancy-Lorraine,30,26.7,16,€1.76m,€52.65m,Ligue_1,2010
,Montpellier HSC,32,25.7,13,€1.60m,€51.35m,Ligue_1,2010
,RC Lens,39,25.1,20,€1.17m,€45.60m,Ligue_1,2010
,SM Caen,30,25.3,10,€1.20m,€36.10m,Ligue_1,2010
,Stade Brestois 29,31,26.3,16,€1.10m,€34.10m,Ligue_1,2010
,AC Arles-Avignon,37,27.6,16,€539k,€19.95m,Ligue_1,2010
,Paris Saint-Germain,35,26.9,18,€6.03m,€211.10m,Ligue_1,2011
,Olympique Lyon,42,23.8,21,€3.90m,€163.85m,Ligue_1,2011
,Olympique Marseille,35,25.6,20,€4.19m,€146.50m,Ligue_1,2011
,LOSC Lille,29,26.9,17,€5.01m,€145.35m,Ligue_1,2011
,Stade Rennais FC,32,24.2,25,€3.18m,€101.80m,Ligue_1,2011
,Montpellier HSC,31,26.4,16,€2.78m,€86.20m,Ligue_1,2011
,AS Saint-Étienne,36,25.8,16,€2.38m,€85.60m,Ligue_1,2011
,FC Toulouse,33,23.5,15,€2.52m,€83.05m,Ligue_1,2011
,FC Girondins Bordeaux,30,25.7,17,€2.74m,€82.05m,Ligue_1,2011
,FC Sochaux-Montbéliard,36,23.8,21,€1.63m,€58.80m,Ligue_1,2011
,FC Lorient,36,25.4,20,€1.50m,€54.05m,Ligue_1,2011
,AS Nancy-Lorraine,37,25.8,22,€1.46m,€53.90m,Ligue_1,2011
,OGC Nice,34,25.5,18,€1.54m,€52.45m,Ligue_1,2011
,AJ Auxerre,42,24.5,26,€1.21m,€50.90m,Ligue_1,2011
,Valenciennes FC,36,25.0,16,€1.24m,€44.50m,Ligue_1,2011
,Stade Brestois 29,37,26.6,23,€1.17m,€43.20m,Ligue_1,2011
,Dijon FCO,34,25.4,13,€1.08m,€36.80m,Ligue_1,2011
,FC Évian Thonon Gaillard,33,27.5,16,€997k,€32.90m,Ligue_1,2011
,SM Caen,28,25.9,10,€1.14m,€31.80m,Ligue_1,2011
,AC Ajaccio,33,26.7,14,€805k,€26.55m,Ligue_1,2011
,Paris Saint-Germain,36,27.4,18,€8.71m,€313.60m,Ligue_1,2012
,Olympique Lyon,52,24.4,24,€2.99m,€155.65m,Ligue_1,2012
,Olympique Marseille,43,24.5,27,€3.50m,€150.65m,Ligue_1,2012
,LOSC Lille,28,26.8,12,€4.09m,€114.60m,Ligue_1,2012
,Stade Rennais FC,35,24.4,23,€2.79m,€97.80m,Ligue_1,2012
,AS Saint-Étienne,34,25.2,17,€2.87m,€97.60m,Ligue_1,2012
,FC Toulouse,32,24.2,17,€2.56m,€82.00m,Ligue_1,2012
,FC Girondins Bordeaux,30,26.5,17,€2.70m,€80.95m,Ligue_1,2012
,Montpellier HSC,36,25.7,17,€2.19m,€78.70m,Ligue_1,2012
,FC Lorient,35,26.2,18,€1.82m,€63.75m,Ligue_1,2012
,OGC Nice,39,23.9,16,€1.52m,€59.15m,Ligue_1,2012
,Valenciennes FC,32,26.1,16,€1.55m,€49.75m,Ligue_1,2012
,FC Sochaux-Montbéliard,34,25.2,24,€1.38m,€46.85m,Ligue_1,2012
,AS Nancy-Lorraine,37,23.6,20,€996k,€36.85m,Ligue_1,2012
,Stade Brestois 29,37,25.9,20,€976k,€36.10m,Ligue_1,2012
,SC Bastia,38,26.1,13,€949k,€36.05m,Ligue_1,2012
,FC Évian Thonon Gaillard,35,27.0,19,€987k,€34.55m,Ligue_1,2012
,AC Ajaccio,32,27.8,17,€1.07m,€34.10m,Ligue_1,2012
,Stade Reims,29,26.3,15,€1.02m,€29.50m,Ligue_1,2012
,ESTAC Troyes,31,26.7,13,€703k,€21.80m,Ligue_1,2012
,Paris Saint-Germain,33,25.4,18,€12.19m,€402.30m,Ligue_1,2013
,AS Monaco,45,25.6,32,€5.39m,€242.55m,Ligue_1,2013
,Olympique Marseille,36,25.4,21,€3.93m,€141.30m,Ligue_1,2013
,Olympique Lyon,36,24.7,16,€3.01m,€108.50m,Ligue_1,2013
,AS Saint-Étienne,34,25.8,12,€3.10m,€105.40m,Ligue_1,2013
,Stade Rennais FC,39,24.8,28,€2.37m,€92.60m,Ligue_1,2013
,LOSC Lille,32,25.8,19,€2.32m,€74.10m,Ligue_1,2013
,FC Toulouse,40,24.3,24,€1.69m,€67.40m,Ligue_1,2013
,FC Girondins Bordeaux,38,25.9,23,€1.65m,€62.70m,Ligue_1,2013
,FC Lorient,38,24.7,19,€1.50m,€57.15m,Ligue_1,2013
,OGC Nice,42,23.5,17,€1.34m,€56.10m,Ligue_1,2013
,Montpellier HSC,31,25.6,18,€1.69m,€52.35m,Ligue_1,2013
,FC Sochaux-Montbéliard,44,24.8,29,€1.08m,€47.45m,Ligue_1,2013
,FC Nantes,34,25.5,23,€1.16m,€39.55m,Ligue_1,2013
,Stade Reims,35,25.5,20,€1.11m,€38.73m,Ligue_1,2013
,Valenciennes FC,34,26.0,19,€1.08m,€36.65m,Ligue_1,2013
,SC Bastia,35,27.0,13,€1.02m,€35.60m,Ligue_1,2013
,FC Évian Thonon Gaillard,35,26.3,21,€1.00m,€35.00m,Ligue_1,2013
,AC Ajaccio,38,26.0,21,€745k,€28.30m,Ligue_1,2013
,EA Guingamp,30,27.0,14,€714k,€21.43m,Ligue_1,2013
,Paris Saint-Germain,32,25.7,17,€11.37m,€363.90m,Ligue_1,2014
,AS Monaco,34,24.6,26,€5.52m,€187.70m,Ligue_1,2014
,Olympique Lyon,31,24.9,14,€4.67m,€144.65m,Ligue_1,2014
,Olympique Marseille,34,23.7,17,€4.11m,€139.70m,Ligue_1,2014
,AS Saint-Étienne,31,25.9,12,€2.69m,€83.35m,Ligue_1,2014
,LOSC Lille,31,25.7,18,€2.67m,€82.65m,Ligue_1,2014
,FC Girondins Bordeaux,39,24.3,24,€1.83m,€71.50m,Ligue_1,2014
,Stade Rennais FC,30,25.5,21,€2.20m,€66.00m,Ligue_1,2014
,FC Lorient,39,25.2,20,€1.54m,€59.95m,Ligue_1,2014
,OGC Nice,37,23.9,14,€1.52m,€56.25m,Ligue_1,2014
,Montpellier HSC,36,25.6,20,€1.44m,€51.95m,Ligue_1,2014
,FC Toulouse,36,24.3,25,€1.36m,€48.80m,Ligue_1,2014
,FC Nantes,30,25.5,19,€1.56m,€46.85m,Ligue_1,2014
,Stade Reims,32,26.2,19,€1.23m,€39.25m,Ligue_1,2014
,EA Guingamp,31,27.3,15,€1.17m,€36.25m,Ligue_1,2014
,FC Évian Thonon Gaillard,33,27.4,21,€1.10m,€36.15m,Ligue_1,2014
,SC Bastia,41,25.1,21,€835k,€34.25m,Ligue_1,2014
,SM Caen,27,27.6,11,€1.20m,€32.40m,Ligue_1,2014
,FC Metz,32,25.9,22,€933k,€29.85m,Ligue_1,2014
,RC Lens,29,24.8,15,€938k,€27.20m,Ligue_1,2014
,Paris Saint-Germain,35,25.4,20,€12.47m,€436.30m,Ligue_1,2015
,AS Monaco,39,23.8,26,€5.83m,€227.40m,Ligue_1,2015
,Olympique Lyon,33,25.5,15,€5.04m,€166.30m,Ligue_1,2015
,Olympique Marseille,38,24.4,23,€3.41m,€129.50m,Ligue_1,2015
,AS Saint-Étienne,40,25.6,17,€2.43m,€97.20m,Ligue_1,2015
,Stade Rennais FC,38,25.1,23,€2.48m,€94.15m,Ligue_1,2015
,FC Girondins Bordeaux,42,23.9,25,€2.16m,€90.70m,Ligue_1,2015
,OGC Nice,35,23.9,13,€2.03m,€70.95m,Ligue_1,2015
,LOSC Lille,34,26.0,19,€2.08m,€70.80m,Ligue_1,2015
,FC Lorient,35,25.2,20,€1.66m,€58.05m,Ligue_1,2015
,Montpellier HSC,32,26.3,18,€1.39m,€44.40m,Ligue_1,2015
,Stade Reims,35,26.2,19,€1.23m,€42.95m,Ligue_1,2015
,FC Toulouse,32,24.6,21,€1.34m,€42.90m,Ligue_1,2015
,FC Nantes,32,25.3,18,€1.23m,€39.30m,Ligue_1,2015
,SM Caen,30,26.0,14,€1.23m,€36.80m,Ligue_1,2015
,EA Guingamp,31,27.4,11,€1.08m,€33.50m,Ligue_1,2015
,Angers SCO,34,27.8,19,€951k,€32.35m,Ligue_1,2015
,ESTAC Troyes,37,26.7,17,€830k,€30.70m,Ligue_1,2015
,SC Bastia,31,26.3,15,€782k,€24.25m,Ligue_1,2015
,GFC Ajaccio,30,26.2,12,€613k,€18.40m,Ligue_1,2015
,Paris Saint-Germain,39,25.0,22,€13.31m,€519.00m,Ligue_1,2016
,AS Monaco,47,23.7,32,€6.59m,€309.55m,Ligue_1,2016
,Olympique Lyon,34,24.1,16,€6.22m,€211.35m,Ligue_1,2016
,OGC Nice,39,24.0,16,€3.41m,€132.80m,Ligue_1,2016
,Olympique Marseille,33,26.2,13,€3.63m,€119.65m,Ligue_1,2016
,FC Girondins Bordeaux,36,25.0,22,€2.47m,€88.90m,Ligue_1,2016
,AS Saint-Étienne,42,24.5,21,€2.02m,€85.03m,Ligue_1,2016
,LOSC Lille,46,25.1,25,€1.82m,€83.90m,Ligue_1,2016
,Stade Rennais FC,43,25.5,24,€1.88m,€80.90m,Ligue_1,2016
,FC Toulouse,38,24.3,22,€2.03m,€77.30m,Ligue_1,2016
,FC Lorient,41,25.5,19,€1.49m,€61.10m,Ligue_1,2016
,Montpellier HSC,35,26.0,21,€1.74m,€60.95m,Ligue_1,2016
,FC Nantes,30,24.9,19,€1.70m,€50.90m,Ligue_1,2016
,Angers SCO,36,26.7,21,€1.28m,€46.08m,Ligue_1,2016
,EA Guingamp,35,26.7,15,€1.21m,€42.50m,Ligue_1,2016
,FC Metz,39,25.0,24,€963k,€37.55m,Ligue_1,2016
,SM Caen,36,26.6,19,€1.02m,€36.65m,Ligue_1,2016
,SC Bastia,37,25.6,19,€985k,€36.45m,Ligue_1,2016
,AS Nancy-Lorraine,30,26.7,15,€1.10m,€33.10m,Ligue_1,2016
,Dijon FCO,33,26.8,12,€945k,€31.20m,Ligue_1,2016
,Paris Saint-Germain,35,25.5,19,€25.72m,€900.10m,Ligue_1,2017
,AS Monaco,38,24.0,27,€13.94m,€529.80m,Ligue_1,2017
,Olympique Lyon,34,23.6,21,€10.70m,€363.80m,Ligue_1,2017
,Olympique Marseille,29,27.3,13,€8.17m,€236.80m,Ligue_1,2017
,OGC Nice,39,24.1,17,€5.23m,€204.10m,Ligue_1,2017
,FC Girondins Bordeaux,37,24.6,22,€4.20m,€155.45m,Ligue_1,2017
,Stade Rennais FC,35,24.8,18,€3.75m,€131.25m,Ligue_1,2017
,FC Toulouse,28,25.0,16,€3.94m,€110.45m,Ligue_1,2017
,AS Saint-Étienne,40,25.4,23,€2.67m,€106.88m,Ligue_1,2017
,FC Nantes,36,25.2,22,€2.94m,€105.70m,Ligue_1,2017
,LOSC Lille,32,22.5,21,€3.02m,€96.75m,Ligue_1,2017
